Unnamed: 0,HOOD_ID,AREA_NAME,Year,Total_Crimes,Data_Type
878.0,89,Runnymede-Bloor West Village,2023,193.0,Historical
879.0,89,Runnymede-Bloor West Village,2024,138.0,Historical
880.0,90,Junction Area,2014,243.0,Historical
881.0,90,Junction Area,2015,238.0,Historical
882.0,90,Junction Area,2016,239.0,Historical
883.0,90,Junction Area,2017,256.0,Historical
884.0,90,Junction Area,2018,358.0,Historical
885.0,90,Junction Area,2019,269.0,Historical
886.0,90,Junction Area,2020,281.0,Historical
887.0,90,Junction Area,2021,253.0,Historical
888.0,90,Junction Area,2022,304.0,Historical
889.0,90,Junction Area,2023,332.0,Historical
890.0,90,Junction Area,2024,403.0,Historical
891.0,91,Weston-Pelham Park,2014,196.0,Historical
892.0,91,Weston-Pelham Park,2015,194.0,Historical
893.0,91,Weston-Pelham Park,2016,168.0,Historical
894.0,91,Weston-Pelham Park,2017,123.0,Historical
895.0,91,Weston-Pelham Park,2018,183.0,Historical
896.0,91,Weston-Pelham Park,2019,197.0,Historical
897.0,91,Weston-Pelham Park,2020,204.0,Historical
898.0,91,Weston-Pelham Park,2021,161.0,Historical
899.0,91,Weston-Pelham Park,2022,181.0,Historical
900.0,91,Weston-Pelham Park,2023,217.0,Historical
901.0,91,Weston-Pelham Park,2024,238.0,Historical
902.0,92,Corso Italia-Davenport,2014,181.0,Historical
903.0,92,Corso Italia-Davenport,2015,188.0,Historical
904.0,92,Corso Italia-Davenport,2016,163.0,Historical
905.0,92,Corso Italia-Davenport,2017,210.0,Historical
906.0,92,Corso Italia-Davenport,2018,203.0,Historical
907.0,92,Corso Italia-Davenport,2019,243.0,Historical
908.0,92,Corso Italia-Davenport,2020,226.0,Historical
909.0,92,Corso Italia-Davenport,2021,214.0,Historical
910.0,92,Corso Italia-Davenport,2022,219.0,Historical
911.0,92,Corso Italia-Davenport,2023,319.0,Historical
912.0,92,Corso Italia-Davenport,2024,257.0,Historical
913.0,94,Wychwood,2014,133.0,Historical
914.0,94,Wychwood,2015,187.0,Historical
915.0,94,Wychwood,2016,204.0,Historical
916.0,94,Wychwood,2017,172.0,Historical
917.0,94,Wychwood,2018,205.0,Historical
918.0,94,Wychwood,2019,200.0,Historical
919.0,94,Wychwood,2020,232.0,Historical
920.0,94,Wychwood,2021,136.0,Historical
921.0,94,Wychwood,2022,198.0,Historical
922.0,94,Wychwood,2023,225.0,Historical
923.0,94,Wychwood,2024,214.0,Historical
924.0,95,Annex,2014,710.0,Historical
925.0,95,Annex,2015,744.0,Historical
926.0,95,Annex,2016,801.0,Historical
927.0,95,Annex,2017,860.0,Historical
928.0,95,Annex,2018,927.0,Historical
929.0,95,Annex,2019,957.0,Historical
930.0,95,Annex,2020,902.0,Historical
931.0,95,Annex,2021,812.0,Historical
932.0,95,Annex,2022,874.0,Historical
933.0,95,Annex,2023,935.0,Historical
934.0,95,Annex,2024,1011.0,Historical
935.0,96,Casa Loma,2014,115.0,Historical
936.0,96,Casa Loma,2015,116.0,Historical
937.0,96,Casa Loma,2016,114.0,Historical
938.0,96,Casa Loma,2017,112.0,Historical
939.0,96,Casa Loma,2018,133.0,Historical
940.0,96,Casa Loma,2019,154.0,Historical
941.0,96,Casa Loma,2020,184.0,Historical
942.0,96,Casa Loma,2021,134.0,Historical
943.0,96,Casa Loma,2022,148.0,Historical
944.0,96,Casa Loma,2023,186.0,Historical
945.0,96,Casa Loma,2024,168.0,Historical
946.0,97,Yonge-StClair,2014,76.0,Historical
947.0,97,Yonge-StClair,2015,83.0,Historical
948.0,97,Yonge-StClair,2016,86.0,Historical
949.0,97,Yonge-StClair,2017,66.0,Historical
950.0,97,Yonge-StClair,2018,99.0,Historical
951.0,97,Yonge-StClair,2019,123.0,Historical
952.0,97,Yonge-StClair,2020,111.0,Historical
953.0,97,Yonge-StClair,2021,137.0,Historical
954.0,97,Yonge-StClair,2022,151.0,Historical
955.0,97,Yonge-StClair,2023,147.0,Historical
956.0,97,Yonge-StClair,2024,132.0,Historical
957.0,98,Rosedale-Moore Park,2014,344.0,Historical
958.0,98,Rosedale-Moore Park,2015,308.0,Historical
959.0,98,Rosedale-Moore Park,2016,312.0,Historical
960.0,98,Rosedale-Moore Park,2017,344.0,Historical
961.0,98,Rosedale-Moore Park,2018,410.0,Historical
962.0,98,Rosedale-Moore Park,2019,453.0,Historical
963.0,98,Rosedale-Moore Park,2020,475.0,Historical
964.0,98,Rosedale-Moore Park,2021,421.0,Historical
965.0,98,Rosedale-Moore Park,2022,559.0,Historical
966.0,98,Rosedale-Moore Park,2023,655.0,Historical
967.0,98,Rosedale-Moore Park,2024,586.0,Historical
968.0,99,Mount Pleasant East,2014,101.0,Historical
969.0,99,Mount Pleasant East,2015,125.0,Historical
970.0,99,Mount Pleasant East,2016,80.0,Historical
971.0,99,Mount Pleasant East,2017,126.0,Historical
972.0,99,Mount Pleasant East,2018,160.0,Historical
973.0,99,Mount Pleasant East,2019,215.0,Historical
974.0,99,Mount Pleasant East,2020,206.0,Historical
975.0,99,Mount Pleasant East,2021,181.0,Historical
976.0,99,Mount Pleasant East,2022,213.0,Historical
977.0,99,Mount Pleasant East,2023,203.0,Historical
978.0,99,Mount Pleasant East,2024,187.0,Historical
979.0,100,Yonge-Eglinton,2014,148.0,Historical
980.0,100,Yonge-Eglinton,2015,141.0,Historical
981.0,100,Yonge-Eglinton,2016,132.0,Historical
982.0,100,Yonge-Eglinton,2017,151.0,Historical
983.0,100,Yonge-Eglinton,2018,164.0,Historical
984.0,100,Yonge-Eglinton,2019,226.0,Historical
985.0,100,Yonge-Eglinton,2020,238.0,Historical
986.0,100,Yonge-Eglinton,2021,165.0,Historical
987.0,100,Yonge-Eglinton,2022,249.0,Historical
988.0,100,Yonge-Eglinton,2023,240.0,Historical
989.0,100,Yonge-Eglinton,2024,320.0,Historical
990.0,101,Forest Hill South,2014,116.0,Historical
991.0,101,Forest Hill South,2015,70.0,Historical
992.0,101,Forest Hill South,2016,77.0,Historical
993.0,101,Forest Hill South,2017,145.0,Historical
994.0,101,Forest Hill South,2018,128.0,Historical
995.0,101,Forest Hill South,2019,139.0,Historical
996.0,101,Forest Hill South,2020,177.0,Historical
997.0,101,Forest Hill South,2021,169.0,Historical
998.0,101,Forest Hill South,2022,184.0,Historical
999.0,101,Forest Hill South,2023,244.0,Historical
1000.0,101,Forest Hill South,2024,158.0,Historical
1001.0,102,Forest Hill North,2014,148.0,Historical
1002.0,102,Forest Hill North,2015,158.0,Historical
1003.0,102,Forest Hill North,2016,95.0,Historical
1004.0,102,Forest Hill North,2017,159.0,Historical
1005.0,102,Forest Hill North,2018,164.0,Historical
1006.0,102,Forest Hill North,2019,184.0,Historical
1007.0,102,Forest Hill North,2020,237.0,Historical
1008.0,102,Forest Hill North,2021,139.0,Historical
1009.0,102,Forest Hill North,2022,133.0,Historical
1010.0,102,Forest Hill North,2023,212.0,Historical
1011.0,102,Forest Hill North,2024,138.0,Historical
1012.0,103,Lawrence Park South,2014,162.0,Historical
1013.0,103,Lawrence Park South,2015,145.0,Historical
1014.0,103,Lawrence Park South,2016,122.0,Historical
1015.0,103,Lawrence Park South,2017,143.0,Historical
1016.0,103,Lawrence Park South,2018,129.0,Historical
1017.0,103,Lawrence Park South,2019,198.0,Historical
1018.0,103,Lawrence Park South,2020,218.0,Historical
1019.0,103,Lawrence Park South,2021,171.0,Historical
1020.0,103,Lawrence Park South,2022,227.0,Historical
1021.0,103,Lawrence Park South,2023,255.0,Historical
1022.0,103,Lawrence Park South,2024,188.0,Historical
1023.0,105,Lawrence Park North,2014,162.0,Historical
1024.0,105,Lawrence Park North,2015,139.0,Historical
1025.0,105,Lawrence Park North,2016,109.0,Historical
1026.0,105,Lawrence Park North,2017,162.0,Historical
1027.0,105,Lawrence Park North,2018,133.0,Historical
1028.0,105,Lawrence Park North,2019,168.0,Historical
1029.0,105,Lawrence Park North,2020,164.0,Historical
1030.0,105,Lawrence Park North,2021,165.0,Historical
1031.0,105,Lawrence Park North,2022,199.0,Historical
1032.0,105,Lawrence Park North,2023,199.0,Historical
1033.0,105,Lawrence Park North,2024,186.0,Historical
1034.0,106,Humewood-Cedarvale,2014,192.0,Historical
1035.0,106,Humewood-Cedarvale,2015,216.0,Historical
1036.0,106,Humewood-Cedarvale,2016,165.0,Historical
1037.0,106,Humewood-Cedarvale,2017,163.0,Historical
1038.0,106,Humewood-Cedarvale,2018,188.0,Historical
1039.0,106,Humewood-Cedarvale,2019,164.0,Historical
1040.0,106,Humewood-Cedarvale,2020,220.0,Historical
1041.0,106,Humewood-Cedarvale,2021,162.0,Historical
1042.0,106,Humewood-Cedarvale,2022,196.0,Historical
1043.0,106,Humewood-Cedarvale,2023,188.0,Historical
1044.0,106,Humewood-Cedarvale,2024,167.0,Historical
1045.0,107,Oakwood Village,2014,226.0,Historical
1046.0,107,Oakwood Village,2015,256.0,Historical
1047.0,107,Oakwood Village,2016,270.0,Historical
1048.0,107,Oakwood Village,2017,275.0,Historical
1049.0,107,Oakwood Village,2018,244.0,Historical
1050.0,107,Oakwood Village,2019,362.0,Historical
1051.0,107,Oakwood Village,2020,266.0,Historical
1052.0,107,Oakwood Village,2021,250.0,Historical
1053.0,107,Oakwood Village,2022,346.0,Historical
1054.0,107,Oakwood Village,2023,275.0,Historical
1055.0,107,Oakwood Village,2024,300.0,Historical
1056.0,108,Briar Hill-Belgravia,2014,229.0,Historical
1057.0,108,Briar Hill-Belgravia,2015,200.0,Historical
1058.0,108,Briar Hill-Belgravia,2016,203.0,Historical
1059.0,108,Briar Hill-Belgravia,2017,191.0,Historical
1060.0,108,Briar Hill-Belgravia,2018,241.0,Historical
1061.0,108,Briar Hill-Belgravia,2019,238.0,Historical
1062.0,108,Briar Hill-Belgravia,2020,267.0,Historical
1063.0,108,Briar Hill-Belgravia,2021,220.0,Historical
1064.0,108,Briar Hill-Belgravia,2022,260.0,Historical
1065.0,108,Briar Hill-Belgravia,2023,256.0,Historical
1066.0,108,Briar Hill-Belgravia,2024,297.0,Historical
1067.0,109,Caledonia-Fairbank,2014,127.0,Historical
1068.0,109,Caledonia-Fairbank,2015,100.0,Historical
1069.0,109,Caledonia-Fairbank,2016,110.0,Historical
1070.0,109,Caledonia-Fairbank,2017,117.0,Historical
1071.0,109,Caledonia-Fairbank,2018,112.0,Historical
1072.0,109,Caledonia-Fairbank,2019,125.0,Historical
1073.0,109,Caledonia-Fairbank,2020,102.0,Historical
1074.0,109,Caledonia-Fairbank,2021,114.0,Historical
1075.0,109,Caledonia-Fairbank,2022,121.0,Historical
1076.0,109,Caledonia-Fairbank,2023,137.0,Historical
1077.0,109,Caledonia-Fairbank,2024,134.0,Historical
1078.0,110,Keelesdale-Eglinton West,2014,163.0,Historical
1079.0,110,Keelesdale-Eglinton West,2015,134.0,Historical
1080.0,110,Keelesdale-Eglinton West,2016,115.0,Historical
1081.0,110,Keelesdale-Eglinton West,2017,157.0,Historical
1082.0,110,Keelesdale-Eglinton West,2018,178.0,Historical
1083.0,110,Keelesdale-Eglinton West,2019,158.0,Historical
1084.0,110,Keelesdale-Eglinton West,2020,177.0,Historical
1085.0,110,Keelesdale-Eglinton West,2021,174.0,Historical
1086.0,110,Keelesdale-Eglinton West,2022,197.0,Historical
1087.0,110,Keelesdale-Eglinton West,2023,222.0,Historical
1088.0,110,Keelesdale-Eglinton West,2024,191.0,Historical
1089.0,111,Rockcliffe-Smythe,2014,328.0,Historical
1090.0,111,Rockcliffe-Smythe,2015,330.0,Historical
1091.0,111,Rockcliffe-Smythe,2016,331.0,Historical
1092.0,111,Rockcliffe-Smythe,2017,326.0,Historical
1093.0,111,Rockcliffe-Smythe,2018,327.0,Historical
1094.0,111,Rockcliffe-Smythe,2019,331.0,Historical
1095.0,111,Rockcliffe-Smythe,2020,317.0,Historical
1096.0,111,Rockcliffe-Smythe,2021,308.0,Historical
1097.0,111,Rockcliffe-Smythe,2022,373.0,Historical
1098.0,111,Rockcliffe-Smythe,2023,452.0,Historical
1099.0,111,Rockcliffe-Smythe,2024,404.0,Historical
1100.0,112,Beechborough-Greenbrook,2014,128.0,Historical
1101.0,112,Beechborough-Greenbrook,2015,142.0,Historical
1102.0,112,Beechborough-Greenbrook,2016,123.0,Historical
1103.0,112,Beechborough-Greenbrook,2017,123.0,Historical
1104.0,112,Beechborough-Greenbrook,2018,115.0,Historical
1105.0,112,Beechborough-Greenbrook,2019,123.0,Historical
1106.0,112,Beechborough-Greenbrook,2020,103.0,Historical
1107.0,112,Beechborough-Greenbrook,2021,116.0,Historical
1108.0,112,Beechborough-Greenbrook,2022,136.0,Historical
1109.0,112,Beechborough-Greenbrook,2023,177.0,Historical
1110.0,112,Beechborough-Greenbrook,2024,196.0,Historical
1111.0,113,Weston,2014,388.0,Historical
1112.0,113,Weston,2015,361.0,Historical
1113.0,113,Weston,2016,428.0,Historical
1114.0,113,Weston,2017,453.0,Historical
1115.0,113,Weston,2018,399.0,Historical
1116.0,113,Weston,2019,415.0,Historical
1117.0,113,Weston,2020,449.0,Historical
1118.0,113,Weston,2021,410.0,Historical
1119.0,113,Weston,2022,527.0,Historical
1120.0,113,Weston,2023,527.0,Historical
1121.0,113,Weston,2024,559.0,Historical
1122.0,114,Lambton Baby Point,2014,82.0,Historical
1123.0,114,Lambton Baby Point,2015,97.0,Historical
1124.0,114,Lambton Baby Point,2016,57.0,Historical
1125.0,114,Lambton Baby Point,2017,54.0,Historical
1126.0,114,Lambton Baby Point,2018,84.0,Historical
1127.0,114,Lambton Baby Point,2019,85.0,Historical
1128.0,114,Lambton Baby Point,2020,84.0,Historical
1129.0,114,Lambton Baby Point,2021,65.0,Historical
1130.0,114,Lambton Baby Point,2022,104.0,Historical
1131.0,114,Lambton Baby Point,2023,85.0,Historical
1132.0,114,Lambton Baby Point,2024,86.0,Historical
1133.0,115,Mount Dennis,2014,201.0,Historical
1134.0,115,Mount Dennis,2015,206.0,Historical
1135.0,115,Mount Dennis,2016,220.0,Historical
1136.0,115,Mount Dennis,2017,198.0,Historical
1137.0,115,Mount Dennis,2018,175.0,Historical
1138.0,115,Mount Dennis,2019,188.0,Historical
1139.0,115,Mount Dennis,2020,184.0,Historical
1140.0,115,Mount Dennis,2021,195.0,Historical
1141.0,115,Mount Dennis,2022,238.0,Historical
1142.0,115,Mount Dennis,2023,261.0,Historical
1143.0,115,Mount Dennis,2024,270.0,Historical
1144.0,116,Steeles,2014,165.0,Historical
1145.0,116,Steeles,2015,152.0,Historical
1146.0,116,Steeles,2016,162.0,Historical
1147.0,116,Steeles,2017,164.0,Historical
1148.0,116,Steeles,2018,173.0,Historical
1149.0,116,Steeles,2019,194.0,Historical
1150.0,116,Steeles,2020,122.0,Historical
1151.0,116,Steeles,2021,148.0,Historical
1152.0,116,Steeles,2022,171.0,Historical
1153.0,116,Steeles,2023,174.0,Historical
1154.0,116,Steeles,2024,154.0,Historical
1155.0,118,Tam OShanter-Sullivan,2014,273.0,Historical
1156.0,118,Tam OShanter-Sullivan,2015,281.0,Historical
1157.0,118,Tam OShanter-Sullivan,2016,264.0,Historical
1158.0,118,Tam OShanter-Sullivan,2017,312.0,Historical
1159.0,118,Tam OShanter-Sullivan,2018,318.0,Historical
1160.0,118,Tam OShanter-Sullivan,2019,302.0,Historical
1161.0,118,Tam OShanter-Sullivan,2020,318.0,Historical
1162.0,118,Tam OShanter-Sullivan,2021,279.0,Historical
1163.0,118,Tam OShanter-Sullivan,2022,375.0,Historical
1164.0,118,Tam OShanter-Sullivan,2023,394.0,Historical
1165.0,118,Tam OShanter-Sullivan,2024,342.0,Historical
1166.0,119,WexfordMaryvale,2014,587.0,Historical
1167.0,119,WexfordMaryvale,2015,569.0,Historical
1168.0,119,WexfordMaryvale,2016,502.0,Historical
1169.0,119,WexfordMaryvale,2017,555.0,Historical
1170.0,119,WexfordMaryvale,2018,554.0,Historical
1171.0,119,WexfordMaryvale,2019,575.0,Historical
1172.0,119,WexfordMaryvale,2020,527.0,Historical
1173.0,119,WexfordMaryvale,2021,577.0,Historical
1174.0,119,WexfordMaryvale,2022,638.0,Historical
1175.0,119,WexfordMaryvale,2023,743.0,Historical
1176.0,119,WexfordMaryvale,2024,841.0,Historical
1177.0,120,Clairlea-Birchmount,2014,607.0,Historical
1178.0,120,Clairlea-Birchmount,2015,587.0,Historical
1179.0,120,Clairlea-Birchmount,2016,555.0,Historical
1180.0,120,Clairlea-Birchmount,2017,571.0,Historical
1181.0,120,Clairlea-Birchmount,2018,600.0,Historical
1182.0,120,Clairlea-Birchmount,2019,616.0,Historical
1183.0,120,Clairlea-Birchmount,2020,456.0,Historical
1184.0,120,Clairlea-Birchmount,2021,515.0,Historical
1185.0,120,Clairlea-Birchmount,2022,560.0,Historical
1186.0,120,Clairlea-Birchmount,2023,591.0,Historical
1187.0,120,Clairlea-Birchmount,2024,688.0,Historical
1188.0,121,Oakridge,2014,354.0,Historical
1189.0,121,Oakridge,2015,409.0,Historical
1190.0,121,Oakridge,2016,331.0,Historical
1191.0,121,Oakridge,2017,359.0,Historical
1192.0,121,Oakridge,2018,360.0,Historical
1193.0,121,Oakridge,2019,325.0,Historical
1194.0,121,Oakridge,2020,308.0,Historical
1195.0,121,Oakridge,2021,342.0,Historical
1196.0,121,Oakridge,2022,332.0,Historical
1197.0,121,Oakridge,2023,350.0,Historical
1198.0,121,Oakridge,2024,379.0,Historical
1199.0,122,Birchcliffe-Cliffside,2014,338.0,Historical
1200.0,122,Birchcliffe-Cliffside,2015,389.0,Historical
1201.0,122,Birchcliffe-Cliffside,2016,435.0,Historical
1202.0,122,Birchcliffe-Cliffside,2017,353.0,Historical
1203.0,122,Birchcliffe-Cliffside,2018,429.0,Historical
1204.0,122,Birchcliffe-Cliffside,2019,431.0,Historical
1205.0,122,Birchcliffe-Cliffside,2020,340.0,Historical
1206.0,122,Birchcliffe-Cliffside,2021,313.0,Historical
1207.0,122,Birchcliffe-Cliffside,2022,333.0,Historical
1208.0,122,Birchcliffe-Cliffside,2023,399.0,Historical
1209.0,122,Birchcliffe-Cliffside,2024,336.0,Historical
1210.0,123,Cliffcrest,2014,220.0,Historical
1211.0,123,Cliffcrest,2015,258.0,Historical
1212.0,123,Cliffcrest,2016,278.0,Historical
1213.0,123,Cliffcrest,2017,294.0,Historical
1214.0,123,Cliffcrest,2018,301.0,Historical
1215.0,123,Cliffcrest,2019,346.0,Historical
1216.0,123,Cliffcrest,2020,291.0,Historical
1217.0,123,Cliffcrest,2021,251.0,Historical
1218.0,123,Cliffcrest,2022,303.0,Historical
1219.0,123,Cliffcrest,2023,338.0,Historical
1220.0,123,Cliffcrest,2024,314.0,Historical
1221.0,124,Kennedy Park,2014,391.0,Historical
1222.0,124,Kennedy Park,2015,411.0,Historical
1223.0,124,Kennedy Park,2016,342.0,Historical
1224.0,124,Kennedy Park,2017,407.0,Historical
1225.0,124,Kennedy Park,2018,420.0,Historical
1226.0,124,Kennedy Park,2019,389.0,Historical
1227.0,124,Kennedy Park,2020,350.0,Historical
1228.0,124,Kennedy Park,2021,363.0,Historical
1229.0,124,Kennedy Park,2022,457.0,Historical
1230.0,124,Kennedy Park,2023,530.0,Historical
1231.0,124,Kennedy Park,2024,463.0,Historical
1232.0,125,Ionview,2014,180.0,Historical
1233.0,125,Ionview,2015,224.0,Historical
1234.0,125,Ionview,2016,157.0,Historical
1235.0,125,Ionview,2017,170.0,Historical
1236.0,125,Ionview,2018,151.0,Historical
1237.0,125,Ionview,2019,160.0,Historical
1238.0,125,Ionview,2020,148.0,Historical
1239.0,125,Ionview,2021,168.0,Historical
1240.0,125,Ionview,2022,166.0,Historical
1241.0,125,Ionview,2023,220.0,Historical
1242.0,125,Ionview,2024,181.0,Historical
1243.0,126,Dorset Park,2014,400.0,Historical
1244.0,126,Dorset Park,2015,449.0,Historical
1245.0,126,Dorset Park,2016,461.0,Historical
1246.0,126,Dorset Park,2017,434.0,Historical
1247.0,126,Dorset Park,2018,472.0,Historical
1248.0,126,Dorset Park,2019,417.0,Historical
1249.0,126,Dorset Park,2020,425.0,Historical
1250.0,126,Dorset Park,2021,358.0,Historical
1251.0,126,Dorset Park,2022,467.0,Historical
1252.0,126,Dorset Park,2023,555.0,Historical
1253.0,126,Dorset Park,2024,538.0,Historical
1254.0,128,Agincourt South-Malvern West,2014,342.0,Historical
1255.0,128,Agincourt South-Malvern West,2015,301.0,Historical
1256.0,128,Agincourt South-Malvern West,2016,318.0,Historical
1257.0,128,Agincourt South-Malvern West,2017,381.0,Historical
1258.0,128,Agincourt South-Malvern West,2018,375.0,Historical
1259.0,128,Agincourt South-Malvern West,2019,386.0,Historical
1260.0,128,Agincourt South-Malvern West,2020,372.0,Historical
1261.0,128,Agincourt South-Malvern West,2021,362.0,Historical
1262.0,128,Agincourt South-Malvern West,2022,445.0,Historical
1263.0,128,Agincourt South-Malvern West,2023,505.0,Historical
1264.0,128,Agincourt South-Malvern West,2024,440.0,Historical
1265.0,129,Agincourt North,2014,235.0,Historical
1266.0,129,Agincourt North,2015,257.0,Historical
1267.0,129,Agincourt North,2016,220.0,Historical
1268.0,129,Agincourt North,2017,287.0,Historical
1269.0,129,Agincourt North,2018,309.0,Historical
1270.0,129,Agincourt North,2019,291.0,Historical
1271.0,129,Agincourt North,2020,239.0,Historical
1272.0,129,Agincourt North,2021,175.0,Historical
1273.0,129,Agincourt North,2022,211.0,Historical
1274.0,129,Agincourt North,2023,305.0,Historical
1275.0,129,Agincourt North,2024,344.0,Historical
1276.0,130,Milliken,2014,331.0,Historical
1277.0,130,Milliken,2015,369.0,Historical
1278.0,130,Milliken,2016,281.0,Historical
1279.0,130,Milliken,2017,374.0,Historical
1280.0,130,Milliken,2018,401.0,Historical
1281.0,130,Milliken,2019,463.0,Historical
1282.0,130,Milliken,2020,343.0,Historical
1283.0,130,Milliken,2021,338.0,Historical
1284.0,130,Milliken,2022,370.0,Historical
1285.0,130,Milliken,2023,625.0,Historical
1286.0,130,Milliken,2024,546.0,Historical
1287.0,133,Centennial Scarborough,2014,117.0,Historical
1288.0,133,Centennial Scarborough,2015,79.0,Historical
1289.0,133,Centennial Scarborough,2016,138.0,Historical
1290.0,133,Centennial Scarborough,2017,143.0,Historical
1291.0,133,Centennial Scarborough,2018,116.0,Historical
1292.0,133,Centennial Scarborough,2019,140.0,Historical
1293.0,133,Centennial Scarborough,2020,113.0,Historical
1294.0,133,Centennial Scarborough,2021,109.0,Historical
1295.0,133,Centennial Scarborough,2022,149.0,Historical
1296.0,133,Centennial Scarborough,2023,140.0,Historical
1297.0,133,Centennial Scarborough,2024,147.0,Historical
1298.0,134,Highland Creek,2014,167.0,Historical
1299.0,134,Highland Creek,2015,175.0,Historical
1300.0,134,Highland Creek,2016,173.0,Historical
1301.0,134,Highland Creek,2017,184.0,Historical
1302.0,134,Highland Creek,2018,130.0,Historical
1303.0,134,Highland Creek,2019,186.0,Historical
1304.0,134,Highland Creek,2020,112.0,Historical
1305.0,134,Highland Creek,2021,101.0,Historical
1306.0,134,Highland Creek,2022,160.0,Historical
1307.0,134,Highland Creek,2023,173.0,Historical
1308.0,134,Highland Creek,2024,196.0,Historical
1309.0,135,Morningside,2014,226.0,Historical
1310.0,135,Morningside,2015,243.0,Historical
1311.0,135,Morningside,2016,233.0,Historical
1312.0,135,Morningside,2017,244.0,Historical
1313.0,135,Morningside,2018,217.0,Historical
1314.0,135,Morningside,2019,265.0,Historical
1315.0,135,Morningside,2020,199.0,Historical
1316.0,135,Morningside,2021,162.0,Historical
1317.0,135,Morningside,2022,325.0,Historical
1318.0,135,Morningside,2023,249.0,Historical
1319.0,135,Morningside,2024,304.0,Historical
1320.0,136,West Hill,2014,604.0,Historical
1321.0,136,West Hill,2015,635.0,Historical
1322.0,136,West Hill,2016,689.0,Historical
1323.0,136,West Hill,2017,720.0,Historical
1324.0,136,West Hill,2018,697.0,Historical
1325.0,136,West Hill,2019,718.0,Historical
1326.0,136,West Hill,2020,641.0,Historical
1327.0,136,West Hill,2021,684.0,Historical
1328.0,136,West Hill,2022,736.0,Historical
1329.0,136,West Hill,2023,828.0,Historical
1330.0,136,West Hill,2024,759.0,Historical
1331.0,138,Eglinton East,2014,359.0,Historical
1332.0,138,Eglinton East,2015,382.0,Historical
1333.0,138,Eglinton East,2016,393.0,Historical
1334.0,138,Eglinton East,2017,403.0,Historical
1335.0,138,Eglinton East,2018,357.0,Historical
1336.0,138,Eglinton East,2019,403.0,Historical
1337.0,138,Eglinton East,2020,358.0,Historical
1338.0,138,Eglinton East,2021,315.0,Historical
1339.0,138,Eglinton East,2022,411.0,Historical
1340.0,138,Eglinton East,2023,435.0,Historical
1341.0,138,Eglinton East,2024,443.0,Historical
1342.0,139,Scarborough Village,2014,324.0,Historical
1343.0,139,Scarborough Village,2015,279.0,Historical
1344.0,139,Scarborough Village,2016,307.0,Historical
1345.0,139,Scarborough Village,2017,290.0,Historical
1346.0,139,Scarborough Village,2018,314.0,Historical
1347.0,139,Scarborough Village,2019,328.0,Historical
1348.0,139,Scarborough Village,2020,358.0,Historical
1349.0,139,Scarborough Village,2021,259.0,Historical
1350.0,139,Scarborough Village,2022,279.0,Historical
1351.0,139,Scarborough Village,2023,343.0,Historical
1352.0,139,Scarborough Village,2024,352.0,Historical
1353.0,140,Guildwood,2014,109.0,Historical
1354.0,140,Guildwood,2015,128.0,Historical
1355.0,140,Guildwood,2016,112.0,Historical
1356.0,140,Guildwood,2017,115.0,Historical
1357.0,140,Guildwood,2018,102.0,Historical
1358.0,140,Guildwood,2019,82.0,Historical
1359.0,140,Guildwood,2020,94.0,Historical
1360.0,140,Guildwood,2021,95.0,Historical
1361.0,140,Guildwood,2022,115.0,Historical
1362.0,140,Guildwood,2023,124.0,Historical
1363.0,140,Guildwood,2024,105.0,Historical
1364.0,141,Golfdale-Cedarbrae-Woburn,2014,364.0,Historical
1365.0,141,Golfdale-Cedarbrae-Woburn,2015,412.0,Historical
1366.0,141,Golfdale-Cedarbrae-Woburn,2016,350.0,Historical
1367.0,141,Golfdale-Cedarbrae-Woburn,2017,438.0,Historical
1368.0,141,Golfdale-Cedarbrae-Woburn,2018,387.0,Historical
1369.0,141,Golfdale-Cedarbrae-Woburn,2019,404.0,Historical
1370.0,141,Golfdale-Cedarbrae-Woburn,2020,356.0,Historical
1371.0,141,Golfdale-Cedarbrae-Woburn,2021,365.0,Historical
1372.0,141,Golfdale-Cedarbrae-Woburn,2022,435.0,Historical
1373.0,141,Golfdale-Cedarbrae-Woburn,2023,423.0,Historical
1374.0,141,Golfdale-Cedarbrae-Woburn,2024,385.0,Historical
1375.0,142,Woburn North,2014,366.0,Historical
1376.0,142,Woburn North,2015,397.0,Historical
1377.0,142,Woburn North,2016,340.0,Historical
1378.0,142,Woburn North,2017,394.0,Historical
1379.0,142,Woburn North,2018,420.0,Historical
1380.0,142,Woburn North,2019,445.0,Historical
1381.0,142,Woburn North,2020,395.0,Historical
1382.0,142,Woburn North,2021,374.0,Historical
1383.0,142,Woburn North,2022,492.0,Historical
1384.0,142,Woburn North,2023,482.0,Historical
1385.0,142,Woburn North,2024,470.0,Historical
1386.0,143,West Rouge,2014,238.0,Historical
1387.0,143,West Rouge,2015,168.0,Historical
1388.0,143,West Rouge,2016,168.0,Historical
1389.0,143,West Rouge,2017,235.0,Historical
1390.0,143,West Rouge,2018,231.0,Historical
1391.0,143,West Rouge,2019,203.0,Historical
1392.0,143,West Rouge,2020,197.0,Historical
1393.0,143,West Rouge,2021,179.0,Historical
1394.0,143,West Rouge,2022,234.0,Historical
1395.0,143,West Rouge,2023,277.0,Historical
1396.0,143,West Rouge,2024,252.0,Historical
1397.0,144,Morningside Heights,2014,241.0,Historical
1398.0,144,Morningside Heights,2015,259.0,Historical
